,head,relation,tail,cos_sim_score
17,Course3_W5-S1-L6_-_Lexicalized_Parsing_-_12_slides_09-06,concept_vocab_index,vi1309,-0.20238384013625096
18,Course3_W5-S1-L6_-_Lexicalized_Parsing_-_12_slides_09-06,concept_vocab_index,vi1067,0.24107900560986056
19,Course1_W10-S2-L5_GLMs_for_Dependency_Parsing_Part_2_8-28,concept_vocab_index,vi877,0.5711239990450725
20,Course1_W10-S2-L5_GLMs_for_Dependency_Parsing_Part_2_8-28,concept_vocab_index,vi55,0.8119721174291651
21,Course1_W10-S2-L5_GLMs_for_Dependency_Parsing_Part_2_8-28,concept_vocab_index,vi461,0.5232408244073351
22,Course1_W10-S2-L5_GLMs_for_Dependency_Parsing_Part_2_8-28,concept_vocab_index,vi1074,0.5418399168964415
23,Course1_W10-S2-L5_GLMs_for_Dependency_Parsing_Part_2_8-28,concept_vocab_index,vi1309,-0.06258542320177805
24,Course1_W10-S2-L5_GLMs_for_Dependency_Parsing_Part_2_8-28,concept_vocab_index,vi47,0.8880256147089501
25,Course1_W10-S2-L5_GLMs_for_Dependency_Parsing_Part_2_8-28,concept_vocab_index,vi1231,-0.08944602302620917
26,Course1_W10-S2-L5_GLMs_for_Dependency_Parsing_Part_2_8-28,concept_vocab_index,vi1027,0.11581251543425736
27,Course1_W10-S2-L5_GLMs_for_Dependency_Parsing_Part_2_8-28,concept_vocab_index,vi1333,0.7742026630366806
28,Course1_W10-S2-L5_GLMs_for_Dependency_Parsing_Part_2_8-28,concept_vocab_index,vi1238,0.8024650414496042
29,Course1_W10-S2-L5_GLMs_for_Dependency_Parsing_Part_2_8-28,concept_vocab_index,vi17,-0.11868972488471458
30,Course1_W10-S2-L5_GLMs_for_Dependency_Parsing_Part_2_8-28,concept_vocab_index,vi1001,0.8497887582548092
31,Course1_W10-S2-L5_GLMs_for_Dependency_Parsing_Part_2_8-28,concept_vocab_index,vi386,0.7294232553396115
32,Course1_W10-S2-L5_GLMs_for_Dependency_Parsing_Part_2_8-28,concept_vocab_index,vi173,0.8235050762751103
33,Course1_W10-S2-L5_GLMs_for_Dependency_Parsing_Part_2_8-28,concept_vocab_index,vi180,0.504147474673392
34,Course1_W10-S2-L5_GLMs_for_Dependency_Parsing_Part_2_8-28,concept_vocab_index,vi1067,0.40101076885296627
35,Course3_W12-S1-L5_-_Machine_Translation_Basic_Techniques_-_13_slides_11-48,concept_vocab_index,vi43,0.6851796051524078
36,Course3_W12-S1-L5_-_Machine_Translation_Basic_Techniques_-_13_slides_11-48,concept_vocab_index,vi1231,0.22209050827614776
37,Course3_W12-S1-L5_-_Machine_Translation_Basic_Techniques_-_13_slides_11-48,concept_vocab_index,vi17,-0.1949916551414955
38,Course2_W1-S2-L2_Regular_Expressions_in_Practical_NLP_6-04,concept_vocab_index,vi877,0.5899474979108194
39,Course2_W1-S2-L2_Regular_Expressions_in_Practical_NLP_6-04,concept_vocab_index,vi233,0.17032972520076425
40,Course2_W1-S2-L2_Regular_Expressions_in_Practical_NLP_6-04,concept_vocab_index,vi957,0.7736158995070901
41,Course2_W1-S2-L2_Regular_Expressions_in_Practical_NLP_6-04,concept_vocab_index,vi1309,-0.12785287386699934
42,Course2_W1-S2-L2_Regular_Expressions_in_Practical_NLP_6-04,concept_vocab_index,vi1231,0.11468216870733733
43,Course2_W1-S2-L2_Regular_Expressions_in_Practical_NLP_6-04,concept_vocab_index,vi1238,0.8656329280834059
44,Course2_W1-S2-L2_Regular_Expressions_in_Practical_NLP_6-04,concept_vocab_index,vi838,0.8482812828778932
45,Course2_W1-S2-L2_Regular_Expressions_in_Practical_NLP_6-04,concept_vocab_index,vi17,-0.06901972991027734
46,Course2_W1-S2-L2_Regular_Expressions_in_Practical_NLP_6-04,concept_vocab_index,vi1299,0.3150303264212451
47,Course2_W1-S2-L2_Regular_Expressions_in_Practical_NLP_6-04,concept_vocab_index,vi1001,0.816798796427049
48,Course2_W1-S2-L2_Regular_Expressions_in_Practical_NLP_6-04,concept_vocab_index,vi136,0.8138175444862049
49,Course2_W1-S2-L2_Regular_Expressions_in_Practical_NLP_6-04,concept_vocab_index,vi180,0.5260852808167248
50,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi877,0.5431460254489077
51,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi55,0.6941415408194566
52,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi1074,0.5257996476128767
53,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi74,0.8604254562270337
54,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi758,0.222557512915634
55,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi1081,0.02748491162981694
56,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi1231,0.1848089297447362
57,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi178,0.6331681466649798
58,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi1333,0.6701418690560514
59,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi1238,0.5428364484427991
60,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi388,-0.23077772858579326
61,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi1084,0.5282417457276428
62,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi43,0.7199164036470925
63,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi17,-0.19434039026741562
64,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi1299,0.23709724166864385
65,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi1001,0.7369489805830771
66,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi60,0.6217099616118481
67,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi136,0.6481201274066216
68,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi180,0.5092363955763815
69,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi253,0.22822225471317217
70,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi557,-0.07365926576553289
71,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi99,0.09303574498030726
72,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi993,0.7749537898136779
73,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi1067,0.6431780530253084
74,Course1_W7-S1-L2_Two_Example_Problems_11-19,concept_vocab_index,vi55,0.7384687756537424
75,Course1_W7-S1-L2_Two_Example_Problems_11-19,concept_vocab_index,vi1309,-0.10712762244936251
76,Course1_W7-S1-L2_Two_Example_Problems_11-19,concept_vocab_index,vi1081,0.14274673659488513
77,Course1_W7-S1-L2_Two_Example_Problems_11-19,concept_vocab_index,vi1231,0.0640648258747518
78,Course1_W7-S1-L2_Two_Example_Problems_11-19,concept_vocab_index,vi1333,0.6318800380755045
79,Course1_W7-S1-L2_Two_Example_Problems_11-19,concept_vocab_index,vi1084,0.6317463843931654
80,Course1_W7-S1-L2_Two_Example_Problems_11-19,concept_vocab_index,vi43,0.7816142231188058
81,Course1_W7-S1-L2_Two_Example_Problems_11-19,concept_vocab_index,vi17,-0.04563753865990103
82,Course1_W7-S1-L2_Two_Example_Problems_11-19,concept_vocab_index,vi1299,0.4339067658942449
83,Course1_W7-S1-L2_Two_Example_Problems_11-19,concept_vocab_index,vi173,0.715132823753908
84,Course1_W7-S1-L2_Two_Example_Problems_11-19,concept_vocab_index,vi888,0.6987436669873458
85,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi957,0.855298466783246
86,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi1309,-0.2809935414713401
87,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi1481,0.35625345341796805
88,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi117,-0.2961621492156905
89,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi1231,-0.12218206039906884
90,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi1333,0.5995606149630032
91,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi388,-0.0311994348771023
92,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi838,0.7882897799944873
93,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi43,0.8761143798334907
94,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi17,-0.05399493633566587
95,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi1299,0.23530331914493496
96,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi173,0.7108315722889315
97,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi136,0.7653072823035995
98,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi557,0.10068888599432857
99,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi877,0.619867514280217
100,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi957,0.8561828391295887
101,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi1309,-0.417739657724266
102,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi1231,-0.1797785557810603
103,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi1333,0.4967508091868647
104,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi632,0.42680967090041516
105,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi1238,0.6367382487544629
106,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi43,0.7730716454915916
107,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi17,-0.20280944987016075
108,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi1299,0.1313110253797445
109,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi1001,0.552169777043154
110,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi173,0.5717648758455796
111,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi136,0.7058780003767285
112,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi180,0.6692096602364113
113,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi888,0.6221255424439414
114,Course2_W8-S2-L3_Passage_Retrieval_and_Answer_Extraction_6-38,concept_vocab_index,vi877,0.49224899281946305
115,Course2_W8-S2-L3_Passage_Retrieval_and_Answer_Extraction_6-38,concept_vocab_index,vi1231,-0.016689439920227714
116,Course2_W8-S2-L3_Passage_Retrieval_and_Answer_Extraction_6-38,concept_vocab_index,vi1238,0.7065629513799834
117,Course2_W8-S2-L3_Passage_Retrieval_and_Answer_Extraction_6-38,concept_vocab_index,vi388,0.23626176137413976
118,Course2_W8-S2-L3_Passage_Retrieval_and_Answer_Extraction_6-38,concept_vocab_index,vi17,-0.31149864357588936
119,Course2_W8-S2-L3_Passage_Retrieval_and_Answer_Extraction_6-38,concept_vocab_index,vi1261,0.12392737304921386
120,Course2_W8-S2-L3_Passage_Retrieval_and_Answer_Extraction_6-38,concept_vocab_index,vi124,-0.26965892691792825
121,Course2_W8-S2-L3_Passage_Retrieval_and_Answer_Extraction_6-38,concept_vocab_index,vi1019,-0.6272515845898151
122,Course2_W8-S2-L3_Passage_Retrieval_and_Answer_Extraction_6-38,concept_vocab_index,vi1001,0.5841597887869655
123,Course2_W8-S2-L3_Passage_Retrieval_and_Answer_Extraction_6-38,concept_vocab_index,vi187,0.6762287177080164
124,Course2_W8-S2-L3_Passage_Retrieval_and_Answer_Extraction_6-38,concept_vocab_index,vi33,0.8875022078173608
125,Course2_W8-S2-L3_Passage_Retrieval_and_Answer_Extraction_6-38,concept_vocab_index,vi180,0.3155728414681884
126,Course2_W8-S2-L3_Passage_Retrieval_and_Answer_Extraction_6-38,concept_vocab_index,vi557,0.18280786412393377
127,Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,concept_vocab_index,vi877,0.5426351134487711
128,Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,concept_vocab_index,vi1449,-0.1842193870745094
129,Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,concept_vocab_index,vi659,-0.042060221879503285
130,Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,concept_vocab_index,vi266,0.853974527444041
131,Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,concept_vocab_index,vi1081,0.4439729001052655
132,Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,concept_vocab_index,vi1231,-0.04158928058684476
133,Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,concept_vocab_index,vi1027,0.0368807554031226
134,Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,concept_vocab_index,vi1333,0.8484506751305473
135,Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,concept_vocab_index,vi632,0.5656482476146338
136,Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,concept_vocab_index,vi1238,0.7245240220057779
137,Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,concept_vocab_index,vi1084,0.5873597482314461
138,Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,concept_vocab_index,vi43,0.821826808834187
139,Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,concept_vocab_index,vi17,-0.10375857433125533
140,Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,concept_vocab_index,vi1299,0.7153190023336792
141,Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,concept_vocab_index,vi1001,0.909134447634943
142,Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,concept_vocab_index,vi136,0.7756417653234277
143,Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,concept_vocab_index,vi180,0.5026322638339863
144,Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43,concept_vocab_index,vi877,0.5224099955129603
145,Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43,concept_vocab_index,vi55,0.8451220800250105
146,Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43,concept_vocab_index,vi1309,-0.09624511554110153
147,Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43,concept_vocab_index,vi47,0.8720071503018136
148,Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43,concept_vocab_index,vi1081,0.3869222265788389
149,Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43,concept_vocab_index,vi1231,-0.06595425683520043
150,Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43,concept_vocab_index,vi1027,0.06153451755623182
151,Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43,concept_vocab_index,vi1333,0.7980587441717661
152,Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43,concept_vocab_index,vi632,0.5087419804885818
153,Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43,concept_vocab_index,vi1238,0.7409988118070711
154,Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43,concept_vocab_index,vi17,-0.09284748416958143
155,Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43,concept_vocab_index,vi99,0.11849885332151444
156,Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43,concept_vocab_index,vi1299,0.6316312107516044
157,Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43,concept_vocab_index,vi1001,0.8588970913457402
158,Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43,concept_vocab_index,vi49,0.8499562843080031
159,Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43,concept_vocab_index,vi180,0.5207709058714148
160,Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04,concept_vocab_index,vi388,-0.023438191709212273
161,Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04,concept_vocab_index,vi1231,-0.04030486340149522
162,Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04,concept_vocab_index,vi43,0.8287719351627302
163,Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04,concept_vocab_index,vi1333,0.7145666507992691
164,Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04,concept_vocab_index,vi17,-0.10439368422812138
165,Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04,concept_vocab_index,vi136,0.8101943973307684
166,Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04,concept_vocab_index,vi557,0.08184334543158167
167,Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04,concept_vocab_index,vi1299,0.49471273782593755
168,Course2_W8-S1-L4_Word_Similarity-_Distributional_Similarity_I_13-14,concept_vocab_index,vi55,0.7478215898558893
169,Course2_W8-S1-L4_Word_Similarity-_Distributional_Similarity_I_13-14,concept_vocab_index,vi957,0.7155413365162137
170,Course2_W8-S1-L4_Word_Similarity-_Distributional_Similarity_I_13-14,concept_vocab_index,vi47,0.7739441676766945
171,Course2_W8-S1-L4_Word_Similarity-_Distributional_Similarity_I_13-14,concept_vocab_index,vi1231,-0.1447187412154088
172,Course2_W8-S1-L4_Word_Similarity-_Distributional_Similarity_I_13-14,concept_vocab_index,vi1333,0.6711888040759773
173,Course2_W8-S1-L4_Word_Similarity-_Distributional_Similarity_I_13-14,concept_vocab_index,vi43,0.8028790744639343
174,Course2_W8-S1-L4_Word_Similarity-_Distributional_Similarity_I_13-14,concept_vocab_index,vi17,-0.4345823149165272
175,Course2_W8-S1-L4_Word_Similarity-_Distributional_Similarity_I_13-14,concept_vocab_index,vi1299,0.09886915547975932
176,Course2_W8-S1-L4_Word_Similarity-_Distributional_Similarity_I_13-14,concept_vocab_index,vi136,0.7076410925849653
177,Course1_W3-S2-L6_The_CKY_Parsing_Algorithm_Part_3_10-07,concept_vocab_index,vi1300,-0.15461960737955396
178,Course1_W3-S2-L6_The_CKY_Parsing_Algorithm_Part_3_10-07,concept_vocab_index,vi461,0.3686976170724096
179,Course1_W3-S2-L6_The_CKY_Parsing_Algorithm_Part_3_10-07,concept_vocab_index,vi47,0.7759802391343237
180,Course1_W3-S2-L6_The_CKY_Parsing_Algorithm_Part_3_10-07,concept_vocab_index,vi758,-0.2182754562690933
181,Course1_W3-S2-L6_The_CKY_Parsing_Algorithm_Part_3_10-07,concept_vocab_index,vi1231,-0.03947915546246454
182,Course1_W3-S2-L6_The_CKY_Parsing_Algorithm_Part_3_10-07,concept_vocab_index,vi1027,0.01475800686524702
183,Course1_W3-S2-L6_The_CKY_Parsing_Algorithm_Part_3_10-07,concept_vocab_index,vi1333,0.8153481693076267
184,Course1_W3-S2-L6_The_CKY_Parsing_Algorithm_Part_3_10-07,concept_vocab_index,vi632,0.5466256253346374
185,Course1_W3-S2-L6_The_CKY_Parsing_Algorithm_Part_3_10-07,concept_vocab_index,vi1017,-0.03463862950306133
186,Course1_W3-S2-L6_The_CKY_Parsing_Algorithm_Part_3_10-07,concept_vocab_index,vi388,-0.1792546029227184
187,Course1_W3-S2-L6_The_CKY_Parsing_Algorithm_Part_3_10-07,concept_vocab_index,vi43,0.6841314060208913
188,Course1_W3-S2-L6_The_CKY_Parsing_Algorithm_Part_3_10-07,concept_vocab_index,vi17,-0.06177920586538174
189,Course1_W3-S2-L6_The_CKY_Parsing_Algorithm_Part_3_10-07,concept_vocab_index,vi99,0.11456879631317377
190,Course1_W3-S2-L6_The_CKY_Parsing_Algorithm_Part_3_10-07,concept_vocab_index,vi1299,0.8180497224107768
191,Course1_W3-S2-L6_The_CKY_Parsing_Algorithm_Part_3_10-07,concept_vocab_index,vi49,0.8800069967615826
192,Course1_W3-S2-L6_The_CKY_Parsing_Algorithm_Part_3_10-07,concept_vocab_index,vi136,0.6901046332694627
193,Course1_W3-S2-L6_The_CKY_Parsing_Algorithm_Part_3_10-07,concept_vocab_index,vi1176,0.5607196184434942
194,Course1_W3-S2-L6_The_CKY_Parsing_Algorithm_Part_3_10-07,concept_vocab_index,vi557,-0.10995862981111626
195,Course1_W3-S2-L6_The_CKY_Parsing_Algorithm_Part_3_10-07,concept_vocab_index,vi1067,0.38205722381302726
196,Course3_W3-S1-L3_-_The_Vector_Space_Model_-_15_slides_09-53,concept_vocab_index,vi877,0.6733274988778366
197,Course3_W3-S1-L3_-_The_Vector_Space_Model_-_15_slides_09-53,concept_vocab_index,vi55,0.8005417514267842
198,Course3_W3-S1-L3_-_The_Vector_Space_Model_-_15_slides_09-53,concept_vocab_index,vi957,0.7238492294187604
199,Course3_W3-S1-L3_-_The_Vector_Space_Model_-_15_slides_09-53,concept_vocab_index,vi1326,0.772750368117372
200,Course3_W3-S1-L3_-_The_Vector_Space_Model_-_15_slides_09-53,concept_vocab_index,vi1309,-0.26694911384520753
201,Course3_W3-S1-L3_-_The_Vector_Space_Model_-_15_slides_09-53,concept_vocab_index,vi1231,-0.11491287653309273
202,Course3_W3-S1-L3_-_The_Vector_Space_Model_-_15_slides_09-53,concept_vocab_index,vi1238,0.6838380135632308
203,Course3_W3-S1-L3_-_The_Vector_Space_Model_-_15_slides_09-53,concept_vocab_index,vi43,0.815350869045977
204,Course3_W3-S1-L3_-_The_Vector_Space_Model_-_15_slides_09-53,concept_vocab_index,vi17,-0.3366410060457284
205,Course3_W3-S1-L3_-_The_Vector_Space_Model_-_15_slides_09-53,concept_vocab_index,vi1299,0.15704271276064607
206,Course3_W3-S1-L3_-_The_Vector_Space_Model_-_15_slides_09-53,concept_vocab_index,vi1001,0.616058307975638
207,Course3_W3-S1-L3_-_The_Vector_Space_Model_-_15_slides_09-53,concept_vocab_index,vi180,0.5065778275742329
208,Course3_W3-S1-L3_-_The_Vector_Space_Model_-_15_slides_09-53,concept_vocab_index,vi99,-0.026146129302795543
209,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi877,0.47230139004379623
210,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi912,0.540402698179346
211,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi1449,-0.33628085359927173
212,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi957,0.5177488201499444
213,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi1309,-0.2609478418445907
214,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi1026,0.47896849305485084
215,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi47,0.669691236107792
216,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi117,-0.4363950727231052
217,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi758,-0.13007275827791076
218,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi1081,0.38005584567157874
219,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi305,-0.2818166956410781
220,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi1231,-0.038510589368723584
221,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi632,0.43849590200234095
222,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi1238,0.5168200079567967
223,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi388,-0.3489043990795809
224,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi1084,0.45370506501036983
225,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi43,0.6154784042843066
226,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi17,-0.22207220076810016
227,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi573,0.49093439989521487
228,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi1299,0.5636182716569554
229,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi1001,0.7011417245893534
230,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi366,-0.16806632453255196
