,head1,relation1,head2,relation2,cos_sim_score
23,Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43,l_text_topics,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,l_text_topics,0.7741719707089134
24,Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04,l_text_topics,Course3_W11-S1-L5_-_First_Order_Logic_-_16_slides_07-37,l_text_topics,0.7304893311055277
25,Course2_W8-S1-L4_Word_Similarity-_Distributional_Similarity_I_13-14,l_text_topics,Course3_W10-S1-L5_-_Text_Clustering_-_17_slides_15-39,l_text_topics,0.6460109101027625
26,Course2_W8-S1-L4_Word_Similarity-_Distributional_Similarity_I_13-14,l_text_topics,Course3_W10-S1-L5_-_Text_Clustering_-_17_slides_15-39,l_text_topics,0.6460109101027625
27,Course1_W3-S2-L6_The_CKY_Parsing_Algorithm_Part_3_10-07,l_text_topics,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,l_text_topics,0.7257511738576695
28,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,l_text_topics,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,l_text_topics,0.9999999999999998
29,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,l_text_topics,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,l_text_topics,0.9999999999999998
30,Course3_W3-S1-L3_-_The_Vector_Space_Model_-_15_slides_09-53,l_text_topics,Course2_W7-S2-L1_Introducing_Ranked_Retrieval_4-27,l_text_topics,0.8792379034342865
31,Course3_W3-S1-L3_-_The_Vector_Space_Model_-_15_slides_09-53,l_text_topics,Course2_W7-S2-L1_Introducing_Ranked_Retrieval_4-27,l_text_topics,0.8792379034342865
32,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,l_text_topics,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,l_text_topics,0.7050814116530653
33,Course1_W2-S1-L4_Parameter_Estimation_in_HMMs_13-16,l_text_topics,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,l_text_topics,0.8385576833905374
34,Course1_W2-S1-L4_Parameter_Estimation_in_HMMs_13-16,l_text_topics,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,l_text_topics,0.8385576833905374
35,Course1_W2-S1-L4_Parameter_Estimation_in_HMMs_13-16,l_text_topics,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,l_text_topics,0.8385576833905374
36,Course1_W1-S3-L3_Discounting_Methods_Part_1_9-26,l_text_topics,Course2_W4-S1-L3_Feature-Based_Linear_Classifiers_13-34,l_text_topics,0.6960506071470549
37,Course1_W1-S3-L2_Linear_Interpolation_Part_2_11-35,l_text_topics,Course2_W4-S1-L4_Building_a_Maxent_Model-_The_Nuts_and_Bolts_8-04,l_text_topics,0.8018724833721577
38,Course1_W1-S3-L2_Linear_Interpolation_Part_2_11-35,l_text_topics,Course2_W4-S1-L4_Building_a_Maxent_Model-_The_Nuts_and_Bolts_8-04,l_text_topics,0.8018724833721577
